METID	REPLACEMENTID
thromboxane B2[s]	m02995s
thymidine[c]	m02996c
thymidine[l]	m02996l
thymidine[m]	m02996m
thymidine[s]	m02996s
thymine[c]	m02997c
thymine[m]	m02997m
thymine[s]	m02997s
thyroxine[c]	m02998c
thyroxine[r]	m02998r
thyroxine[s]	m02998s
tiglyl-CoA[m]	m02999m
Tn-antigen[g]	m03000g
Tn-antigen[l]	m03000l
tolbutamide[c]	m03001c
tolbutamide[s]	m03001s
trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA[c]	m03002c
trans,cis,cis,cis,cis-2,12,15,18,21-tetracosapentaenoyl-CoA[c]	m03003c
trans,cis,cis,cis-2,10,13,16-docosatetraenoyl-CoA[c]	m03004c
trans,cis,cis,cis-2,11,14,17-eicosatetraenoyl-CoA[c]	m03005c
trans,cis,cis,cis-2,13,16,19-docosatetraenoyl-CoA[c]	m03006c
trans,cis,cis-2,11,14-eicosatrienoyl-CoA[c]	m03007c
trans,cis,cis-2,13,16-docasatrienoyl-CoA[c]	m03008c
trans,cis,cis-2,7,10-hexadecatrienoyl-CoA[m]	m03009m
trans,cis,cis-2,7,10-hexadecatrienoyl-CoA[p]	m03009p
trans,cis,cis-2,9,12-octadecatrienoyl-CoA[m]	m03010m
trans,cis,cis-2,9,12-octadecatrienoyl-CoA[p]	m03010p
trans,cis-2,11-docosadienoyl-CoA[c]	m03011c
trans,cis-2,11-eicosadienoyl-CoA[c]	m03012c
trans,cis-2,11-eicosadienoyl-CoA[m]	m03012m
trans,cis-2,11-eicosadienoyl-CoA[p]	m03012p
trans,cis-2,13-docosadienoyl-CoA[c]	m03013c
trans,cis-2,13-docosadienoyl-CoA[m]	m03013m
trans,cis-2,13-docosadienoyl-CoA[p]	m03013p
trans,cis-2,13-eicosadienoyl-CoA[c]	m03014c
trans,cis-2,13-eicosadienoyl-CoA[m]	m03014m
trans,cis-2,13-eicosadienoyl-CoA[p]	m03014p
trans,cis-2,15-tetracosadienoyl-CoA[c]	m03015c
trans,cis-2,15-tetracosadienoyl-CoA[p]	m03015p
trans,cis-2,17-hexacosadienoyl-CoA[c]	m03016c
trans,cis-2,17-hexacosadienoyl-CoA[p]	m03016p
trans,cis-2,8,11-eicosatrienoyl-CoA[c]	m03017c
trans,cis-2,9-eicosadienoyl-CoA[c]	m03018c
trans,cis-hexadeca-2,7-dienoyl-CoA[m]	m03019m
trans,cis-hexadeca-2,7-dienoyl-CoA[p]	m03019p
trans,cis-hexadeca-2,9-dienoyl-CoA[m]	m03020m
trans,cis-hexadeca-2,9-dienoyl-CoA[p]	m03020p
trans,cis-lauro-2,6-dienoyl-CoA[m]	m03021m
trans,cis-lauro-2,6-dienoyl-CoA[p]	m03021p
trans,cis-myristo-2,5-dienoyl-CoA[m]	m03022m
trans,cis-myristo-2,5-dienoyl-CoA[p]	m03022p
trans,cis-myristo-2,7-dienoyl-CoA[m]	m03023m
trans,cis-myristo-2,7-dienoyl-CoA[p]	m03023p
trans,cis-octadeca-2,11-dienoyl-CoA[m]	m03024m
trans,cis-octadeca-2,11-dienoyl-CoA[p]	m03024p
trans,cis-octadeca-2,9-dienoyl-CoA[m]	m03025m
trans,cis-octadeca-2,9-dienoyl-CoA[p]	m03025p
trans,trans,cis-geranyl-geranyl-pp[c]	m03026c
trans-2,3-dehydropristanoyl-CoA[p]	m03027p
trans-2-all-cis-6,9,12,15,18-tetracosahexaenoyl-CoA[p]	m03028p
trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA[c]	m03029c
trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA[m]	m03029m
trans-2-cis,cis,cis-8,11,14-eicosatetraenoyl-CoA[p]	m03029p
trans-2-cis,cis-5,8-tetradecatrienoyl-CoA[m]	m03030m
trans-2-cis,cis-5,8-tetradecatrienoyl-CoA[p]	m03030p
trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA[m]	m03031m
trans-2-methyl-5-isopropylhexa-2,5-dienoyl-CoA[p]	m03031p
trans-3,4-dihydro-3,4-dihydroxy-7,12-dimethylbenz[a]anthracene[c]	m03032c
trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA[m]	m03033m
trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA[p]	m03033p
trans-3-cis-8,11,14-eicosatetraenoyl-CoA[m]	m03034m
trans-3-cis-8,11,14-eicosatetraenoyl-CoA[p]	m03034p
trans-3-decenoyl-CoA[m]	m03035m
trans-3-decenoyl-CoA[p]	m03035p
trans-4,5-epoxy-(2E)-decenal[c]	m03036c
trans-4-hydroxy-L-proline[c]	m03037c
trans-4-hydroxy-L-proline[m]	m03037m
trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene[c]	m03038c
trehalose[s]	m03039s
TRH[c]	m03040c
trichloroacetate[c]	m03041c
trichloroethanol glucuronide[c]	m03042c
trichloroethanol[c]	m03043c
trichloroethene[c]	m03044c
trichloroethene[s]	m03044s
tricosanoic acid[c]	m03045c
tricosanoic acid[l]	m03045l
tricosanoic acid[r]	m03045r
tricosanoic acid[s]	m03045s
tricosanoylcarnitine[c]	m03046c
tricosanoylcarnitine[r]	m03046r
tricosanoyl-CoA[c]	m03047c
tricosanoyl-CoA[p]	m03047p
tricosanoyl-CoA[r]	m03047r
tridecanoyl-[ACP][c]	m03048c
tridecanoylcarnitine[c]	m03049c
tridecanoylcarnitine[m]	m03049m
tridecanoylcarnitine[r]	m03049r
tridecanoyl-CoA[c]	m03050c
tridecanoyl-CoA[m]	m03050m
tridecanoyl-CoA[r]	m03050r
tridecylic acid[c]	m03051c
tridecylic acid[l]	m03051l
tridecylic acid[r]	m03051r
tridecylic acid[s]	m03051s
triiodothyronine[c]	m03052c
triiodothyronine[r]	m03052r
triiodothyronine[s]	m03052s
trimethylamine[c]	m03053c
trimethylamine-N-oxide[c]	m03054c
trioxilin A3[c]	m03055c
trioxilin A3[p]	m03055p
trioxilin A3[r]	m03055r
trioxilin B3[c]	m03056c
triphosphate[c]	m03057c
triphosphate[m]	m03057m
triphosphate[n]	m03057n
tRNA containing 5-aminomethyl-2-thiouridine[c]	m03058c
tRNA containing 5-methylaminomethyl-2-thiouridylate[c]	m03059c
tRNA containing 6-isopentenyladenosine[c]	m03060c
tRNA containing N2-methylguanine[c]	m03061c
tRNA containing N7-methylguanine[c]	m03062c
tRNA(ala)[c]	m03063c
tRNA(arg)[c]	m03064c
tRNA(asn)[c]	m03065c
tRNA(asp)[c]	m03066c
tRNA(cys)[c]	m03067c
tRNA(gln)[c]	m03068c
tRNA(glu)[c]	m03069c
tRNA(gly)[c]	m03070c
tRNA(his)[c]	m03071c
tRNA(ile)[c]	m03072c
tRNA(leu)[c]	m03073c
tRNA(lys)[c]	m03074c
tRNA(met)[c]	m03075c
tRNA(phe)[c]	m03076c
tRNA(pro)[c]	m03077c
tRNA(ser)[c]	m03078c
tRNA(thr)[c]	m03079c
tRNA(trp)[c]	m03080c
tRNA(tyr)[c]	m03081c
tRNA(val)[c]	m03082c
tRNA[c]	m03083c
tRNA-guanine[c]	m03084c
tRNA-pseudouridine[c]	m03085c
tRNA-queuine[c]	m03086c
tRNA-uridine[c]	m03087c
tryptamine[c]	m03088c
tryptophan[c]	m03089c
tryptophan[l]	m03089l
tryptophan[s]	m03089s
type I A glycolipid[c]	m03090c
type I A glycolipid[g]	m03090g
type I B glycolipid[c]	m03091c
type I B glycolipid[g]	m03091g
type I H glycolipid[g]	m03092g
type II A antigen[c]	m03093c
type II B antigen[c]	m03094c
type II H glycolipid[g]	m03095g
type III A glycolipid[c]	m03096c
type III A glycolipid[g]	m03096g
type III A glycolipid[s]	m03096s
type III H glycolipid[c]	m03097c
type III H glycolipid[g]	m03097g
type IIIAb[c]	m03098c
type IIIAb[g]	m03098g
type IIIAb[s]	m03098s
tyramine[c]	m03099c
tyramine-O-sulfate[c]	m03100c
tyramine-O-sulfate[s]	m03100s
tyrosine[c]	m03101c
tyrosine[l]	m03101l
tyrosine[m]	m03101m
tyrosine[s]	m03101s
ubiquinol[m]	m03102m
ubiquinone[m]	m03103m
ubiquitin C terminal thiolester[c]	m03104c
ubiquitin[c]	m03105c
UDP[c]	m03106c
UDP[g]	m03106g
UDP[l]	m03106l
UDP[m]	m03106m
UDP[n]	m03106n
UDP[r]	m03106r
UDP[s]	m03106s
UDP-galactose[c]	m03107c
UDP-galactose[g]	m03107g
UDP-galactose[r]	m03107r
UDP-glucose[c]	m03108c
UDP-glucose[g]	m03108g
UDP-glucose[r]	m03108r
UDP-glucuronate[c]	m03109c
UDP-glucuronate[g]	m03109g
UDP-glucuronate[r]	m03109r
UDP-N-acetyl-D-galactosamine[c]	m03110c
UDP-N-acetyl-D-galactosamine[g]	m03110g
UDP-N-acetyl-D-galactosamine[l]	m03110l
UDP-N-acetyl-D-galactosamine[r]	m03110r
UDP-N-acetylglucosamine[c]	m03111c
UDP-N-acetylglucosamine[g]	m03111g
UDP-N-acetylglucosamine[r]	m03111r
UDP-xylose[c]	m03112c
UDP-xylose[g]	m03112g
UDP-xylose[r]	m03112r
umbelliferone[c]	m03113c
umbelliferone[s]	m03113s
UMP[c]	m03114c
UMP[g]	m03114g
UMP[l]	m03114l
UMP[m]	m03114m
UMP[n]	m03114n
UMP[r]	m03114r
UMP[s]	m03114s
undecanoyl-[ACP][c]	m03115c
undecanoyl-CoA[c]	m03116c
undecanoyl-CoA[m]	m03116m
undecylic acid[c]	m03117c
undecylic acid[s]	m03117s
uracil[c]	m03118c
uracil[s]	m03118s
urate radical[c]	m03119c
urate[c]	m03120c
urate[p]	m03120p
urate[s]	m03120s
urea[c]	m03121c
urea[m]	m03121m
urea[s]	m03121s
ureidoglycolate[c]	m03122c
uridine[c]	m03123c
uridine[l]	m03123l
uridine[m]	m03123m
uridine[n]	m03123n
uridine[s]	m03123s
urocanate[c]	m03124c
uroporphyrin I[c]	m03125c
uroporphyrin III[c]	m03126c
uroporphyrinogen I[c]	m03127c
uroporphyrinogen III[c]	m03128c
ursodeoxycholate[c]	m03129c
ursodeoxycholate[s]	m03129s
UTP[c]	m03130c
UTP[m]	m03130m
UTP[n]	m03130n
UTP[s]	m03130s
V3(NeuAc)2-Gb5Cer[c]	m03131c
V3(NeuAc)2-Gb5Cer[s]	m03131s
V3Fuc,III3Fuc-nLc6Cer[c]	m03132c
V3Fuc-nLc6Cer[c]	m03133c
V3Fuc-nLc6Cer[g]	m03133g
valeric acid[c]	m03134c
valeric acid[s]	m03134s
valine[c]	m03135c
valine[l]	m03135l
valine[m]	m03135m
valine[s]	m03135s
vanillylmandelate[c]	m03136c
VI2Fuc-nLc6[c]	m03137c
VI2Fuc-nLc6[g]	m03137g
VI3NeuAc-nLc6Cer[c]	m03138c
VI3NeuAc-nLc6Cer[g]	m03138g
VI3NeuAc-nLc6Cer[s]	m03138s
vitamin D2[c]	m03141c
vitamin D2[m]	m03141m
vitamin D2[s]	m03141s
vitamin D3[c]	m03142c
vitamin D3[m]	m03142m
vitamin D3[s]	m03142s
vitamin K epoxide[c]	m03144c
vitamin K[c]	m03145c
VLDL remnant[l]	m03146l
VLDL remnant[s]	m03146s
VLDL[r]	m03147r
VLDL[s]	m03147s
xanthine[c]	m03148c
xanthine[p]	m03148p
xanthosine[c]	m03149c
xanthosine-5-phosphate[c]	m03150c
xanthurenate[c]	m03151c
xanthurenate[s]	m03151s
xanthurenate-8-O-beta-D-glucoside[c]	m03152c
ximenic acid[c]	m03153c
ximenic acid[l]	m03153l
ximenic acid[r]	m03153r
ximenic acid[s]	m03153s
XTP[c]	m03154c
XTP[s]	m03154s
xylitol[c]	m03155c
xylitol[s]	m03155s
Xyl-L-Ser-[protein][g]	m03156g
Xyl-L-Ser-[protein][r]	m03156r
zinc[c]	m03157c
zinc[g]	m03157g
zinc[r]	m03157r
zinc[s]	m03157s
zymosterol[c]	m03158c
phylloquinol[c]	m03159c
GM4[l]	m03160l
glycogen[c]	m03161c
glycogen[s]	m03161s
5,6-dihydroxyindole[c]	m03162c
indole-5,6-quinone[c]	m03163c
D-alanyl-D-alanine[c]	m03164c
sedoheptulose[c]	m03165c
sedoheptulose-1-phosphate[c]	m03166c
5-Phosphonooxy-L-lysine[c]	m03167c
3-oxopropionyl-CoA[m]	m03168m
insulin-(SS)[c]	m03169c
Insulin-(SH)2[c]	m03170c
(-)-trans-carveol[x]	m00001x
(+)-alpha-pinene[x]	m00002x
(1R,2S)-naphthalene 1,2-oxide[x]	m00032x
(24R)-24,25-dihydroxycalciol[x]	m00035x
(5-L-glutamyl)-L-amino acid[x]	m00097x
(R)-3-hydroxybutanoate[x]	m00157x
(S)-3-sulfolactate[x]	m00179x
[protein]-L-lysine[x]	m00204x
1,1-dichloroethylene[x]	m00228x
1,2-dibromoethane[x]	m00242x
10-formyl-THF[x]	m00266x
10-formyl-THF-glu(5)[x]	m00267x
10-formyl-THF-glu(6)[x]	m00268x
10-formyl-THF-glu(7)[x]	m00269x
12-hydroxydodecanoic acid[x]	m00325x
13-cis-retinoyl-glucuronide[x]	m00353x
14-hydroxytetradecanoic acid[x]	m00371x
16-glucuronide-estriol[x]	m00402x
16-hydroxyhexadecanoic acid[x]	m00403x
19-hydroxytestosterone[x]	m00432x
1-alkyl-2-lysoglycerol-3-phosphocholine[x]	m00516x
1-methylnicotinamide[x]	m00536x
1-nitronaphthalene[x]	m00545x
1-organyl-2-lyso-sn-glycero-3-phosphocholine[x]	m00549x
2,6-dimethylheptanoyl-carnitine[x]	m00577x
20alpha-hydroxy-4-pregnen-3-one[x]	m00580x
24R,25-dihyoxyvitamin D2[x]	m00613x
25-hydroxyvitamin D2[x]	m00620x
2-acetyl-1-alkyl-sn-glycero-3-phosphocholine[x]	m00626x
2-hydroxybutyrate[x]	m00648x
2-methylcitrate[x]	m00665x
3,4-dihydroxyphenylethyleneglycol[x]	m00730x
3,5,3-triiodothyronine-4-sulfate[x]	m00734x
3,8-LD1[x]	m00744x
3-deoxy-D-glycero-D-galacto-2-nonulosonic acid[x]	m00771x
3-mercaptolactate-cysteine-disulfide[x]	m00816x
4-(n-nitrosomethylamino)-1-(3-pyridyl)-1-butanone[x]	m00932x
4-aminobutyrate[x]	m00970x
4-hydroxy-17beta-estradiol[x]	m00986x
4-hydroxy-debrisoquine[x]	m00998x
4-hydroxyphenylacetate[x]	m01003x
4-hydroxyretinoic acid[x]	m01006x
4-hydroxy-tolbutamide[x]	m01007x
4-nitrocatechol[x]	m01019x
4-nitrophenyl-phosphate[x]	m01020x
4-nitrophenyl-sulfate[x]	m01021x
4-pyridoxate[x]	m01033x
5-alpha-dihydrotestosterone[x]	m01069x
5alpha-dihydrotestosterone-glucuronide[x]	m01070x
5alpha-dihydrotestosterone-sulfate[x]	m01071x
5-deoxyadenosine[x]	m01098x
5-formyl-THF[x]	m01100x
5-hydroxy-L-tryptophan[x]	m01107x
5-hydroxy-omeprazole[x]	m01109x
5-L-gamma-glutamyl[x]	m01111x
5-methyl-THF[x]	m01115x
6beta-hydroxytestosterone[x]	m01158x
6-deoxy-L-galactose[x]	m01159x
6-hydroxypaclitaxel[x]	m01163x
7,12-dimethylbenz[a]anthracene[x]	m01174x
9-O-acetylated-GD3[x]	m01244x
9-O-acetylated-GT3[x]	m01245x
acetaldehyde[x]	m01249x
acetate[x]	m01252x
acetoacetate[x]	m01253x
acetone[x]	m01256x
acetylcholine[x]	m01260x
adenine[x]	m01279x
adenosine[x]	m01280x
ADP[x]	m01285x
ADP-glucose[x]	m01286x
ADP-mannose[x]	m01287x
ADP-ribose[x]	m01288x
ADP-ribose-2-phosphate[x]	m01289x
adrenaline[x]	m01290x
aflatoxin B1[x]	m01296x
aflatoxin B1-exo-8,9-epoxide[x]	m01298x
agmatine[x]	m01303x
AKG[x]	m01306x
alanine[x]	m01307x
albumin[x]	m01308x
aldosterone[x]	m01309x
alpha-pinene-oxide[x]	m01326x
alpha-tocopherol[x]	m01327x
alpha-tocotrienol[x]	m01330x
AMP[x]	m01334x
androsterone[x]	m01338x
androsterone-glucuronide[x]	m01339x
antipyrine[x]	m01344x
apoC-lys[x]	m01356x
aquacob(III)alamin[x]	m01361x
arginine[x]	m01365x
ascorbate[x]	m01368x
asparagine[x]	m01369x
aspartate[x]	m01370x
benzo[a]pyrene[x]	m01374x
beta-alanine[x]	m01383x
beta-carotene[x]	m01385x
betaine[x]	m01393x
bilirubin[x]	m01396x
bilirubin-bisglucuronoside[x]	m01397x
bilirubin-monoglucuronoside[x]	m01398x
biocytin[x]	m01400x
biotin[x]	m01401x
bromobenzene[x]	m01403x
butyrate[x]	m01410x
Ca2+[x]	m01413x
calcidiol[x]	m01415x
calcitroic acid[x]	m01418x
cAMP[x]	m01419x
cGMP[x]	m01433x
chitin-component[x]	m01438x
chloride[x]	m01442x
cholate[x]	m01445x
cholesterol[x]	m01450x
choline[x]	m01513x
chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan[x]	m01517x
chondroitin sulfate B - dermatan sulfate (IdoA2S-GalNAc4S) proteoglycan[x]	m01525x
chondroitin sulfate C (GalNAc6S-GlcA) proteoglycan[x]	m01533x
chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan[x]	m01543x
chondroitin sulfate E (GalNAc4,6diS-GlcA) proteoglycan[x]	m01554x
chylomicron remnant[x]	m01569x
chylomicron[x]	m01570x
citrate[x]	m01587x
citrulline[x]	m01588x
CMP[x]	m01590x
CO[x]	m01595x
CO2[x]	m01596x
coproporphyrin I[x]	m01603x
coproporphyrin III[x]	m01604x
core 5[x]	m01610x
core 7[x]	m01612x
core 8[x]	m01613x
corticosterone[x]	m01614x
cortisol[x]	m01615x
coumarin[x]	m01617x
creatine[x]	m01619x
creatinine[x]	m01621x
cys-gly[x]	m01626x
cysteine[x]	m01628x
cystine[x]	m01629x
cytidine[x]	m01630x
cytosine[x]	m01632x
D-3-amino-isobutanoate[x]	m01633x
D-alanine[x]	m01638x
D-arginine[x]	m01640x
D-aspartate[x]	m01641x
debrisoquin[x]	m01647x
decanoic acid[x]	m01648x
de-Fuc form of PA6[x]	m01652x
dehydroascorbic acid[x]	m01655x
dehydroepiandrosterone sulfate[x]	m01659x
dem2emgacpail_prot heparan sulfate[x]	m01665x
deoxyadenosine[x]	m01666x
deoxycytidine[x]	m01668x
deoxyguanosine[x]	m01669x
deoxyinosine[x]	m01671x
deoxyribose[x]	m01672x
deoxyuridine[x]	m01673x
D-glucitol[x]	m01682x
dgpi_prot heparan sulfate[x]	m01687x
digalactosylceramidesulfate[x]	m01695x
dihydrofolate[x]	m01700x
dihydroneopterin[x]	m01704x
disialylgalactosylgloboside[x]	m01711x
disialyl-T antigen[x]	m01712x
dITP[x]	m01714x
D-lactate[x]	m01716x
dolichol[x]	m01730x
dopamine[x]	m01736x
dopamine-3-O-sulfate[x]	m01737x
D-ornithine[x]	m01740x
D-proline[x]	m01742x
D-ribulose[x]	m01743x
D-serine[x]	m01744x
D-tagatose[x]	m01745x
D-xylose[x]	m01758x
ebastine[x]	m01765x
edaravone[x]	m01768x
estradiol-17beta 3-glucuronide[x]	m01786x
estradiol-17beta[x]	m01787x
estriol[x]	m01788x
estrone 3-sulfate[x]	m01789x
estrone-glucuronide[x]	m01795x
ethanol[x]	m01796x
ethanolamine[x]	m01797x
etiocholan-3alpha-ol-17-one 3-glucuronide[x]	m01799x
etiocholanolone[x]	m01800x
eumelanin[x]	m02458x
fatty acid-retinol pool[x]	m01818x
Fe2+[x]	m01821x
Fe3+[x]	m01822x
folate[x]	m01830x
formate[x]	m01833x
fructose[x]	m01840x
fucacgalfucgalacglcgalgluside heparan sulfate[x]	m01850x
fucfuc132galacglcgal14acglcgalgluside heparan sulfate[x]	m01851x
fucfucfucgalacglc13galacglcgal14acglcgalgluside heparan sulfate[x]	m01852x
fucfucfucgalacglcgal14acglcgalgluside heparan sulfate[x]	m01853x
fucgalfucgalacglcgalgluside heparan sulfate[x]	m01859x
fucosyl-galactosylgloboside[x]	m01861x
G00022[x]	m01870x
G00032[x]	m01872x
G00040[x]	m01874x
G00079[x]	m01881x
G00082[x]	m01883x
G00083[x]	m01884x
G00086[x]	m01887x
galactose[x]	m01910x
galactosylglycerol[x]	m01913x
galfuc12gal14acglcgalgluside heparan sulfate[x]	m01914x
galfucgalacglcgal14acglcgalgluside heparan sulfate[x]	m01915x
galgalfucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate[x]	m01916x
galgalgalthcrm heparan sulfate[x]	m01917x
gal-glcnac-gal-globoside[x]	m01919x
gamma-tocopherol[x]	m01935x
gamma-tocotrienol[x]	m01938x
GD1beta[x]	m01944x
GD1c[x]	m01945x
GDP[x]	m01948x
glcnac-alpha-1,4-core 2[x]	m01955x
globoside[x]	m01959x
glucosamine[x]	m01962x
glucose[x]	m01965x
glucose-1,6-bisphosphate[x]	m01966x
glutamate[x]	m01974x
glutamine[x]	m01975x
glycerate[x]	m01982x
glycerol[x]	m01983x
glycine[x]	m01986x
glycochenodeoxycholate[x]	m01987x
glycocholate[x]	m01988x
glycodeoxycholate[x]	m01989x
glycogen[x]	m03161x
glycolipid[x]	m01999x
glycophosphatidylinositol-(GPI)-anchored-protein-precursor[x]	m02001x
GMP[x]	m02016x
GP1c[x]	m02018x
GP1calpha[x]	m02019x
gpi_sig[x]	m02022x
GQ1b[x]	m02023x
GQ1balpha[x]	m02024x
GSH[x]	m02026x
GSSG[x]	m02027x
GT1a[x]	m02028x
GTP[x]	m02034x
guanine[x]	m02037x
guanosine[x]	m02038x
H+[x]	m02039x
H2O[x]	m02040x
H2O2[x]	m02041x
H2S[x]	m02042x
HCO3-[x]	m02046x
HDL remnant[x]	m02047x
HDL[x]	m02048x
heme[x]	m02049x
hemoglobin[x]	m02050x
heparan sulfate proteoglycan[x]	m02054x
heptaglutamyl-folate(DHF)[x]	m02104x
heptaglutamyl-folate(THF)[x]	m02105x
heptylic acid[x]	m02108x
hexaglutamyl-folate(DHF)[x]	m02118x
hexaglutamyl-folate(THF)[x]	m02119x
hexanoic acid[x]	m02120x
histidine[x]	m02125x
homoserine[x]	m02136x
homovanillate[x]	m02137x
hyaluronan biosynthesis, precursor 1[x]	m02139x
hyaluronate[x]	m02141x
hydrogen-cyanide[x]	m02145x
hydroxide[x]	m02147x
hydroxylated-ebastine[x]	m02150x
hydroxy-nifedipine[x]	m02153x
hyodeoxycholate[x]	m02155x
hypoxanthine[x]	m02159x
IDP[x]	m02161x
III3Fuc-nLc6Cer[x]	m02164x
IMP[x]	m02167x
inosine[x]	m02170x
inositol[x]	m02171x
iodide[x]	m02174x
isocaproic-aldehyde[x]	m02182x
isoleucine[x]	m02184x
itaconate[x]	m02191x
ITP[x]	m02193x
IV3Neu5Ac,III4Fuc-Lc4Cer[x]	m02198x
IV3NeuAc,III3Fuc-nLc4Cer[x]	m02199x
K+[x]	m02200x
keratan sulfate I, degradation product 1[x]	m02237x
keratan sulfate I[x]	m02278x
keratan sulfate II (core 2-linked)[x]	m02288x
keratan sulfate II (core 4-linked)[x]	m02303x
L-3-amino-isobutanoate[x]	m02325x
lacto-N-fucopentaosyl-III-ceramide[x]	m02331x
lactose[x]	m02332x
L-arabinose[x]	m02337x
L-arabitol[x]	m02338x
L-carnitine[x]	m02348x
LDL remnant[x]	m02352x
LDL[x]	m02353x
L-dopa[x]	m02354x
lepidimoide[x]	m02357x
leucine[x]	m02360x
leukotriene A4[x]	m02362x
leukotriene B4[x]	m02364x
leukotriene C4[x]	m02366x
leukotriene E4[x]	m02369x
leukotriene F4[x]	m02370x
L-iduronic acid[x]	m02384x
limonene[x]	m02386x
linoleate[x]	m02387x
linolenate[x]	m02389x
lipoic acid[x]	m02394x
L-lactate[x]	m02403x
L-metanephrine[x]	m02407x
LPL[x]	m02414x
LTD4[x]	m02418x
lysine[x]	m02426x
m3gacpail_prot heparan sulfate[x]	m02434x
malonate[x]	m02440x
maltodecaose[x]	m02445x
maltose[x]	m02450x
maltotriose[x]	m02452x
mannose[x]	m02453x
mem2emgacpail_prot heparan sulfate[x]	m02462x
methanol[x]	m02470x
methionine[x]	m02471x
methylglyoxal[x]	m02475x
methylimidazoleacetic acid[x]	m02477x
n2m2nmasn[x]	m02510x
n5m2masn[x]	m02516x
Na+[x]	m02519x
N-acetyl-D-mannosamine[x]	m02524x
N-acetylglucosamine[x]	m02527x
NAD+[x]	m02552x
NADP+[x]	m02554x
naphthalene[x]	m02556x
NEFA blood pool in[x]	m02560x
NEFA blood pool out[x]	m02561x
NH3[x]	m02578x
nicotinamide[x]	m02583x
nicotinate[x]	m02586x
nifedipine[x]	m02587x
nitrite[x]	m02588x
NO[x]	m02609x
nonanoic acid[x]	m02614x
noradrenaline[x]	m02617x
norepinephrine sulfate[x]	m02620x
O2[x]	m02630x
O2-[x]	m02631x
octanoic acid[x]	m02642x
omeprazole[x]	m02653x
ornithine[x]	m02658x
orotate[x]	m02659x
oxalate[x]	m02661x
PA6[x]	m02672x
paclitaxel[x]	m02673x
pantothenate[x]	m02680x
pentaglutamyl-folate(DHF)[x]	m02691x
pentaglutamyl-folate(THF)[x]	m02692x
perillyl alcohol[x]	m02712x
phenylacetylglutamine[x]	m02722x
phenylacetylglycine[x]	m02723x
phenylalanine[x]	m02724x
phospholipids extracellular pool[x]	m02740x
phylloquinone[x]	m02744x
phytanic acid[x]	m02746x
Pi[x]	m02751x
PNP[x]	m02754x
progesterone[x]	m02769x
proline[x]	m02770x
propanoate[x]	m02772x
prostaglandin D2[x]	m02783x
prostaglandin E1[x]	m02785x
prostaglandin E2[x]	m02786x
prostaglandin F2alpha[x]	m02789x
pyridoxal[x]	m02813x
pyridoxal-phosphate[x]	m02814x
pyridoxamine[x]	m02815x
pyridoxine[x]	m02817x
pyruvate[x]	m02819x
retinoate[x]	m02833x
retinol[x]	m02834x
retinoyl-glucuronide[x]	m02836x
ribitol[x]	m02841x
riboflavin[x]	m02842x
ribose[x]	m02843x
sarcosine[x]	m02880x
selenate[x]	m02885x
serine[x]	m02896x
serotonin[x]	m02897x
sialyl(1,3)-sialyl(2,6)-galactosylgloboside[x]	m02902x
sialyl(2,3)-sialyl(2,6)-galactosylgloboside[x]	m02903x
sialyl-Tn antigen[x]	m02907x
SMCFA-blood-pool[x]	m02909x
spermine dialdehyde[x]	m02924x
spermine[x]	m02926x
sphinganine-1-phosphate[x]	m02928x
sphingosine-1-phosphate[x]	m02930x
sphingosylphosphorylcholine[x]	m02931x
starch structure 1[x]	m02936x
starch structure 2[x]	m02937x
succinate[x]	m02943x
sucrose[x]	m02945x
sulfate[x]	m02946x
sulfite[x]	m02949x
TAG-extraction[x]	m02957x
taurine[x]	m02961x
taurochenodeoxycholate[x]	m02962x
taurocholate[x]	m02963x
testosterone glucuronide[x]	m02967x
testosterone sulfate[x]	m02968x
testosterone[x]	m02969x
THF[x]	m02980x
thiamin[x]	m02982x
thiamin-P[x]	m02983x
thiamin-PPP[x]	m02985x
thiocyanate[x]	m02986x
thiosulfate[x]	m02991x
threonine[x]	m02993x
thromboxane A2[x]	m02994x
thymidine[x]	m02996x
thymine[x]	m02997x
thyroxine[x]	m02998x
tolbutamide[x]	m03001x
trehalose[x]	m03039x
trichloroethene[x]	m03044x
triiodothyronine[x]	m03052x
tryptophan[x]	m03089x
type III A glycolipid[x]	m03096x
type IIIAb[x]	m03098x
tyramine-O-sulfate[x]	m03100x
tyrosine[x]	m03101x
UDP[x]	m03106x
umbelliferone[x]	m03113x
UMP[x]	m03114x
undecylic acid[x]	m03117x
uracil[x]	m03118x
urate[x]	m03120x
urea[x]	m03121x
uridine[x]	m03123x
UTP[x]	m03130x
V3(NeuAc)2-Gb5Cer[x]	m03131x
valeric acid[x]	m03134x
valine[x]	m03135x
